"t
[s]","Io
[W/m2]","vo
[m/s]","To
[°C]","Tsky
[°C]","To_n
[°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
29307600,0.00,3.0,9.1,5.1,8.531,320,340,92.9
29311200,0.00,2.5,8.8,4.8,8.319,320,340,94.0
29314800,0.00,2.5,8.3,4.3,7.427,320,340,88.9
29318400,2.78,2.0,8.2,4.2,7.330,320,340,88.9
29322000,22.22,2.5,8.4,4.4,6.953,320,340,81.8
29325600,80.56,2.5,8.9,4.9,7.258,320,340,79.8
29329200,119.44,3.5,9.3,-0.8,7.376,320,340,76.7
29332800,141.67,3.5,9.4,-2.6,7.469,320,340,76.7
29336400,127.78,4.0,9,-3.0,6.668,320,340,71.6
29340000,91.67,4.0,8.5,-3.5,6.296,320,340,72.7
29343600,38.89,3.5,7.1,-8.2,5.408,320,340,77.7
29347200,5.56,2.5,6.3,-12.2,4.889,320,340,80.8
29350800,0.00,2.0,4.9,-15.1,3.923,320,340,85.8
29354400,0.00,2.0,4.8,-15.2,3.968,320,340,87.9
29358000,0.00,1.5,4.4,-15.6,3.719,320,340,89.9
29361600,0.00,0.5,4.7,-15.3,4.080,320,340,90.9
29365200,0.00,0.5,5,-15.0,4.161,320,340,87.9
29368800,0.00,0.5,5.4,-14.6,4.475,320,340,86.8
29372400,0.00,1.0,5.3,-14.7,4.307,320,340,85.8
29376000,0.00,0.5,5.2,-14.8,4.283,320,340,86.8
29379600,0.00,0.5,5.3,-14.7,4.451,320,341,87.9
29383200,0.00,1.0,5.7,-14.3,4.470,320,341,82.8
29386800,0.00,0.5,4.4,-15.6,3.719,320,341,89.9
29390400,0.00,1.0,3.5,-16.5,3.174,320,341,95.0
29394000,0.00,1.5,3.5,-16.5,2.977,320,341,91.9
29397600,0.00,1.5,3.2,-16.8,2.422,320,341,87.9
29401200,0.00,1.0,3.1,-16.9,2.390,320,341,88.9
29404800,2.78,1.0,3.4,-16.6,2.681,320,341,88.9
29408400,16.67,1.0,4.4,-15.6,3.788,320,341,90.9
29412000,30.56,2.0,5.5,1.5,4.571,320,341,86.8
29415600,163.89,3.5,7.7,-5.4,6.371,320,341,82.8
29419200,69.44,4.0,7.4,3.4,6.478,320,341,87.9
29422800,30.56,4.5,7.4,3.4,6.400,320,341,86.8
29426400,16.67,4.5,7.1,3.1,6.419,320,341,90.9
29430000,5.56,4.5,6.5,2.5,6.427,320,341,99.0
29433600,2.78,4.0,7.1,3.1,6.724,320,341,95.0
29437200,0.00,3.5,7.5,3.5,7.272,320,341,97.0
29440800,0.00,4.0,7.8,3.8,6.785,320,341,86.9
29444400,0.00,4.0,8,4.0,6.897,320,341,85.8
29448000,0.00,4.0,8,4.0,7.137,320,341,88.9
29451600,0.00,4.0,7.7,3.7,7.393,320,341,96.0
29455200,0.00,2.5,8.1,4.1,7.472,320,341,91.9
29458800,0.00,3.5,8,4.0,6.493,320,341,80.8
29462400,0.00,2.5,6,-1.2,4.904,320,341,84.8
29466000,0.00,2.0,5.1,-5.3,3.972,320,342,83.8
29469600,0.00,2.0,4.7,-5.7,3.661,320,342,84.8
29473200,0.00,2.5,5.3,1.3,4.451,320,342,87.9
29476800,0.00,2.0,5.2,1.2,4.425,320,342,88.9
29480400,0.00,1.5,4.2,-3.0,3.525,320,342,89.9
29484000,0.00,1.5,4.7,-2.5,3.801,320,342,86.8
29487600,0.00,2.0,4.5,0.5,3.816,320,342,89.9
29491200,2.78,1.5,4.2,0.2,3.525,320,342,89.9
29494800,44.44,1.5,5.4,1.4,4.330,320,342,84.8
29498400,47.22,2.0,6.1,2.1,4.474,320,342,77.7
29502000,119.44,2.0,6.8,-3.4,5.361,320,342,80.8
29505600,180.56,2.5,7.2,-7.7,5.263,320,342,74.7
29509200,155.56,3.0,7.7,-7.2,5.398,320,342,70.6
29512800,33.33,3.0,6.7,-11.4,4.957,320,342,76.7
29516400,41.67,2.5,6.4,-11.7,4.600,320,342,75.7
29520000,5.56,2.5,5.6,-14.4,4.302,320,342,81.8
29523600,0.00,1.5,4.6,-15.4,3.495,320,342,83.8
29527200,0.00,2.0,5.1,-14.9,3.611,320,342,78.7
29530800,0.00,1.5,5.1,-14.9,3.611,320,342,78.7
29534400,0.00,2.0,5,-15.0,3.661,320,342,80.8
29538000,0.00,1.5,4.6,-15.4,3.565,320,342,84.8
29541600,0.00,1.0,3.4,-16.6,3.010,320,342,93.9
29545200,0.00,1.0,2.2,-17.8,1.892,320,342,95.0
29548800,0.00,1.0,1.5,-18.5,1.381,320,342,98.0
29552400,0.00,0.5,-0.5,-20.5,-0.603,320,343,98.1
29556000,0.00,0.0,-0.8,-20.8,-0.850,320,343,99.1
29559600,0.00,0.5,-1.3,-21.3,-1.349,320,343,99.0
29563200,0.00,1.0,-0.3,-20.3,-0.352,320,343,99.0
29566800,0.00,0.5,-0.6,-20.6,-0.651,320,343,99.0
29570400,0.00,1.0,0.1,-19.9,-0.064,320,343,97.0
29574000,0.00,1.5,0.7,-19.3,0.412,320,343,94.9
29577600,2.78,2.0,2.2,-17.8,1.580,320,343,89.9
29581200,5.56,2.5,3.4,-16.6,3.271,320,343,98.0
29584800,38.89,2.0,4.3,0.3,3.895,320,343,93.9
29588400,108.33,2.0,5.5,-4.0,4.499,320,343,85.8
29592000,202.78,3.0,6.9,-9.7,4.589,320,343,69.6
29595600,191.67,4.0,6.9,-9.7,4.348,320,343,66.6
29599200,133.33,3.5,6.4,-10.2,4.213,320,343,70.6
29602800,58.33,2.5,5.8,-14.0,3.741,320,343,71.6
29606400,5.56,2.0,5.2,-14.8,3.559,320,343,76.7
29610000,0.00,2.0,5.3,-14.7,3.579,320,343,75.7
29613600,0.00,2.0,5.1,-14.9,3.466,320,343,76.7
29617200,0.00,2.5,5.1,-14.9,3.466,320,343,76.7
29620800,0.00,2.0,5.1,-14.9,3.466,320,343,76.7
29624400,0.00,2.0,5.1,-14.9,3.466,320,343,76.7
29628000,0.00,2.0,5.1,-14.9,3.466,320,343,76.7
29631600,0.00,2.0,4.7,-15.3,3.520,320,343,82.8
29635200,0.00,1.5,4.8,-15.2,3.472,320,343,80.8
29638800,0.00,2.0,4.7,-15.3,3.520,320,344,82.8
29642400,0.00,1.5,4.7,-15.3,3.520,320,344,82.8
29646000,0.00,1.5,4.8,-15.2,3.472,320,344,80.8
29649600,0.00,1.5,4.6,-15.4,3.565,320,344,84.8
29653200,0.00,2.0,4.3,-15.7,3.485,320,344,87.9
29656800,0.00,1.5,4.6,-15.4,3.705,320,344,86.8
29660400,0.00,3.0,4.5,-15.5,3.609,320,344,86.8
29664000,0.00,2.5,4.8,-15.2,3.756,320,344,84.8
29667600,5.56,2.5,4.6,-15.4,3.914,320,344,89.9
29671200,13.89,2.5,4.6,0.6,3.914,320,344,89.9
29674800,16.67,2.0,5.1,1.1,4.186,320,344,86.8
29678400,19.44,2.0,5.2,1.2,4.425,320,344,88.9
29682000,13.89,2.0,4.8,0.8,4.387,320,344,93.9
29685600,8.33,1.5,4.7,0.7,4.288,320,344,93.9
29689200,5.56,1.5,4.6,0.6,4.121,320,344,92.9
29692800,2.78,1.5,4.5,0.5,4.092,320,344,93.9
29696400,0.00,1.5,4.3,0.3,4.098,320,344,97.0
29700000,0.00,1.5,4.3,0.3,3.895,320,344,93.9
29703600,0.00,1.5,4.1,0.1,3.766,320,344,95.0
29707200,0.00,1.5,4.1,0.1,3.698,320,344,93.9
29710800,0.00,1.5,4.2,0.2,3.593,320,344,90.9
29714400,0.00,1.5,4,0.0,3.600,320,344,93.9
29718000,0.00,1.0,4,0.0,3.667,320,344,95.0
29721600,0.00,1.0,3.9,-0.1,3.702,320,344,97.0
29725200,0.00,0.5,3.8,-0.2,3.603,320,345,97.0
29728800,0.00,1.0,3.7,-0.3,3.569,320,345,98.0
29732400,0.00,1.0,3.6,-0.4,3.470,320,345,98.0
29736000,0.00,1.0,3.4,-0.6,3.075,320,345,94.9
29739600,0.00,1.0,3.2,-0.8,3.007,320,345,97.0
29743200,0.00,1.0,3.2,-0.8,3.007,320,345,97.0
29746800,0.00,1.0,3.2,-0.8,3.007,320,345,97.0
29750400,0.00,1.0,3.3,-0.7,3.107,320,345,97.0
29754000,5.56,1.5,3.4,-0.6,3.206,320,345,97.0
29757600,27.78,1.0,3.7,-0.3,3.371,320,345,94.9
29761200,41.67,1.0,4.2,0.2,3.525,320,345,89.9
29764800,141.67,1.0,5.4,-7.0,4.403,320,345,85.8
29768400,177.78,2.0,6.6,-5.8,5.172,320,345,80.8
29772000,122.22,2.5,6.2,-6.2,4.870,320,345,81.8
29775600,44.44,1.5,5.2,-10.4,4.283,320,345,86.8
29779200,2.78,1.0,3.6,-15.2,3.273,320,345,95.0
29782800,0.00,1.5,3.9,-14.9,3.301,320,345,90.9
29786400,0.00,1.0,3.3,-16.7,2.912,320,345,93.9
29790000,0.00,1.5,4.1,-15.9,3.223,320,345,86.8
29793600,0.00,2.0,4,-16.0,2.716,320,345,80.8
29797200,0.00,2.5,3.5,-16.5,2.378,320,345,82.8
29800800,0.00,3.0,3.3,-16.7,1.987,320,345,79.7
29804400,0.00,3.5,2,-18.0,1.386,320,345,89.9
29808000,0.00,2.5,1.7,-18.3,1.216,320,345,91.9
29811600,0.00,2.5,1.7,-18.3,1.094,320,346,89.9
29815200,0.00,2.0,1.9,-18.1,0.978,320,346,84.8
29818800,0.00,2.5,2.4,-17.6,0.750,320,346,73.7
29822400,0.00,2.0,1.9,-18.1,0.791,320,346,81.8
29826000,0.00,1.5,1.8,-18.2,0.758,320,346,82.8
29829600,0.00,1.5,1.5,-18.5,0.717,320,346,86.8
29833200,0.00,1.5,1.5,-18.5,0.595,320,346,84.8
29836800,0.00,1.5,1.5,-18.5,0.595,320,346,84.8
29840400,5.56,1.5,1.5,-18.5,0.778,320,346,87.9
29844000,33.33,2.0,1.6,-2.4,0.568,320,346,82.8
29847600,30.56,2.5,1.9,-2.1,0.666,320,346,79.7
29851200,33.33,2.5,2.2,-1.8,1.076,320,346,81.8
29854800,16.67,2.5,1.9,-2.1,1.103,320,346,86.8
29858400,8.33,2.5,1.5,-2.5,1.201,320,346,94.9
29862000,2.78,2.5,1.9,-2.1,1.596,320,346,94.9
29865600,0.00,2.5,2.2,-1.8,1.892,320,346,95.0
29869200,0.00,2.5,2.2,-1.8,1.892,320,346,95.0
29872800,0.00,2.0,2.1,-1.9,1.793,320,346,94.9
29876400,0.00,2.5,2.2,-1.8,1.892,320,346,95.0
29880000,0.00,2.5,2.3,-1.7,1.990,320,346,94.9
29883600,0.00,2.0,2.3,-1.7,2.115,320,346,97.0
29887200,0.00,2.5,2.8,-1.2,2.420,320,346,93.9
29890800,0.00,2.5,2.9,-1.1,2.518,320,346,93.9
29894400,0.00,3.0,2.9,-1.1,2.582,320,346,94.9
29898000,0.00,1.5,3,-1.0,2.809,320,347,97.0
29901600,0.00,1.0,3.5,-0.5,3.501,320,347,100.0
29905200,0.00,5.5,4.4,0.4,3.993,320,347,93.9
29908800,0.00,5.0,4.4,0.4,3.512,320,347,86.8
29912400,0.00,5.5,4,0.0,2.785,320,347,81.8
29916000,0.00,5.5,3.9,-0.1,2.553,320,347,79.7
29919600,0.00,6.5,3.2,-4.0,1.558,320,347,74.7
29923200,2.78,4.5,3.3,-3.9,1.583,320,347,73.7
29926800,52.78,5.0,3.4,-3.8,1.879,320,347,76.7
29930400,127.78,5.0,3.6,-8.4,1.654,320,347,70.6
29934000,177.78,5.0,4,-10.4,1.596,320,347,64.5
29937600,230.56,6.0,3.6,-15.3,1.792,320,347,72.6
29941200,213.89,5.5,4,-14.9,1.596,320,347,64.5
29944800,155.56,6.0,3.6,-15.3,1.585,320,347,69.6
29948400,58.33,5.5,1.1,-18.9,0.688,320,347,92.9
29952000,5.56,1.5,-0.3,-20.3,-0.404,320,347,98.1
29955600,0.00,2.0,-0.1,-20.1,-0.364,320,347,95.2
29959200,0.00,2.0,-0.9,-20.9,-1.051,320,347,97.1
29962800,0.00,2.0,-0.9,-20.9,-1.102,320,347,96.2
29966400,0.00,1.5,-1.5,-21.5,-1.647,320,347,97.1
29970000,0.00,0.5,-2.2,-22.2,-2.389,320,347,96.2
29973600,0.00,1.5,-1.8,-21.8,-1.896,320,347,98.1
29977200,0.00,1.5,-2,-22.0,-2.095,320,347,98.1
29980800,0.00,0.5,-3.5,-23.5,-3.632,320,347,97.1
29984400,0.00,1.0,-3.7,-23.7,-3.874,320,348,96.2
29988000,0.00,1.0,-3.4,-23.4,-3.532,320,348,97.2
29991600,0.00,0.5,-4,-24.0,-4.085,320,348,98.1
29995200,0.00,0.5,-4.8,-24.8,-4.799,320,348,100.0
29998800,0.00,1.0,-4.3,-24.3,-4.384,320,348,98.1
30002400,0.00,0.5,-5.2,-25.2,-5.239,320,348,99.1
30006000,0.00,0.5,-5.4,-25.4,-5.478,320,348,98.1
30009600,5.56,0.5,-5.1,-25.1,-5.220,320,348,97.2
30013200,91.67,0.0,-3.8,-23.8,-3.930,320,348,97.1
30016800,191.67,0.5,-0.4,-17.3,-0.870,320,348,91.3
30020400,255.56,0.5,0.9,-18.9,-0.322,320,348,79.0
30024000,263.89,2.0,0.3,-21.1,-0.474,320,348,86.3
30027600,227.78,1.5,0.9,-20.5,0.197,320,348,87.8
30031200,158.33,1.0,1.2,-20.2,-0.519,320,348,71.1
30034800,72.22,1.0,0.3,-19.7,-1.535,320,348,67.9
30038400,5.56,0.5,-1.7,-21.7,-2.684,320,348,80.8
30042000,0.00,0.5,-2.9,-22.9,-3.311,320,348,91.4
30045600,0.00,0.5,-3,-23.0,-3.318,320,348,93.3
30049200,0.00,0.5,-4.4,-24.4,-4.567,320,348,96.2
30052800,0.00,0.0,-5.1,-25.1,-5.301,320,348,95.3
30056400,0.00,0.5,-5,-25.0,-5.202,320,348,95.3
30060000,0.00,0.5,-5.7,-25.7,-5.894,320,348,95.3
30063600,0.00,0.0,-5.9,-25.9,-6.092,320,348,95.3
30067200,0.00,0.5,-6.5,-26.5,-6.685,320,348,95.3
30070800,0.00,0.5,-6.4,-26.4,-6.586,320,349,95.3
30074400,0.00,0.5,-6.5,-26.5,-6.685,320,349,95.3
30078000,0.00,0.0,-6.8,-26.8,-6.981,320,349,95.3
30081600,0.00,1.0,-7.2,-27.2,-7.377,320,349,95.3
30085200,0.00,0.5,-6.1,-26.1,-6.289,320,349,95.3
30088800,0.00,1.0,-6.2,-26.2,-6.388,320,349,95.3
30092400,0.00,0.5,-6.3,-26.3,-6.449,320,349,96.3
30096000,2.78,0.5,-7,-27.0,-7.179,320,349,95.3
30099600,66.67,1.0,-4.9,-24.9,-5.103,320,349,95.3
30103200,197.22,1.0,-4.1,-21.5,-4.270,320,349,96.2
30106800,241.67,1.5,-2.4,-21.4,-2.728,320,349,93.3
30110400,227.78,1.5,-0.5,-19.3,-1.283,320,349,85.6
30114000,205.56,1.5,-0.1,-18.9,-1.007,320,349,83.6
30117600,152.78,1.5,-0.2,-19.0,-1.211,320,349,81.7
30121200,66.67,1.5,-0.9,-20.9,-1.719,320,349,84.6
30124800,5.56,0.5,-2.3,-22.3,-2.820,320,349,89.5
30128400,0.00,0.5,-2.9,-22.9,-3.265,320,349,92.4
30132000,0.00,1.0,-3.4,-23.4,-3.711,320,349,93.3
30135600,0.00,1.0,-4.7,-24.7,-4.947,320,349,94.3
30139200,0.00,1.0,-4.9,-24.9,-5.144,320,349,94.3
30142800,0.00,0.5,-5.1,-25.1,-5.341,320,349,94.3
30146400,0.00,0.5,-5.8,-25.8,-6.031,320,349,94.4
30150000,0.00,0.5,-5.7,-25.7,-5.933,320,349,94.4
30153600,0.00,0.5,-6.6,-26.6,-6.784,320,349,95.3
30157200,0.00,0.5,-6.9,-26.9,-7.116,320,350,94.4
30160800,0.00,0.5,-7.6,-27.6,-7.807,320,350,94.4
30164400,0.00,0.5,-7.7,-27.7,-7.871,320,350,95.4
30168000,0.00,1.0,-7.4,-27.4,-7.610,320,350,94.4
30171600,0.00,0.5,-6.8,-26.8,-7.018,320,350,94.4
30175200,0.00,1.0,-6.8,-26.8,-7.018,320,350,94.4
30178800,0.00,0.0,-6.8,-26.8,-7.018,320,350,94.4
30182400,0.00,0.5,-7.2,-27.2,-7.377,320,350,95.3
30186000,47.22,0.5,-6.3,-26.3,-6.449,320,350,96.3
30189600,119.44,0.5,-3.3,-14.8,-3.523,320,350,95.2
30193200,172.22,1.5,-1.6,-15.8,-2.239,320,350,87.6
30196800,191.67,1.0,0,-16.3,-1.021,320,350,81.7
30200400,191.67,1.0,0,-16.3,-1.185,320,350,78.8
30204000,133.33,1.5,-0.6,-20.1,-1.696,320,350,79.8
30207600,58.33,2.5,-1.8,-21.8,-2.581,320,350,84.7
30211200,5.56,2.5,-2.8,-22.8,-3.214,320,350,91.4
30214800,0.00,2.5,-4,-24.0,-4.257,320,350,94.3
30218400,0.00,2.5,-4.1,-24.1,-4.270,320,350,96.2
30222000,0.00,2.0,-3.7,-23.7,-3.874,320,350,96.2
30225600,0.00,2.0,-3.5,-23.5,-3.676,320,350,96.2
30229200,0.00,2.5,-3.2,-23.2,-3.379,320,350,96.2
30232800,0.00,1.5,-2.8,-22.8,-2.983,320,350,96.2
30236400,0.00,1.0,-2.6,-22.6,-2.785,320,350,96.2
30240000,0.00,1.5,-2.3,-22.3,-2.488,320,350,96.2
30243600,0.00,1.5,-2.2,-22.2,-2.389,320,351,96.2
30247200,0.00,1.0,-1.7,-21.7,-1.894,320,351,96.2
30250800,0.00,1.0,-1.1,-5.1,-1.250,320,351,97.1
30254400,0.00,0.5,-1,-5.0,-1.151,320,351,97.1
30258000,0.00,1.0,-0.9,-4.9,-1.051,320,351,97.1
30261600,0.00,1.5,0.4,-3.6,0.230,320,351,97.0
30265200,0.00,2.5,1.6,-2.4,1.360,320,351,96.0
30268800,0.00,2.5,1.5,-2.5,1.321,320,351,97.0
30272400,5.56,2.0,2,-2.0,1.817,320,351,97.0
30276000,33.33,3.0,2.5,-1.5,2.062,320,351,92.9
30279600,55.56,3.0,2.7,-1.3,2.067,320,351,89.9
30283200,147.22,3.5,3.4,-9.6,2.216,320,351,81.8
30286800,213.89,5.5,3.7,-9.3,1.677,320,351,69.6
30290400,155.56,5.5,3.6,-9.4,1.654,320,351,70.6
30294000,66.67,5.5,2.8,-13.4,1.054,320,351,72.6
30297600,5.56,5.0,1.2,-18.2,0.488,320,351,87.9
30301200,0.00,4.5,0.6,-19.4,-0.144,320,351,87.0
30304800,0.00,3.5,0.2,-19.8,-0.456,320,351,88.3
30308400,0.00,4.0,0.5,-19.5,-0.457,320,351,83.2
30312000,0.00,4.5,-0.1,-20.1,-0.791,320,351,87.5
30315600,0.00,4.5,-0.6,-20.6,-1.169,320,351,89.4
30319200,0.00,4.0,-1.2,-21.2,-1.853,320,351,87.5
30322800,0.00,3.5,-1.4,-21.4,-1.996,320,351,88.5
30326400,0.00,3.5,-2.3,-22.3,-2.868,320,351,88.5
30330000,0.00,3.0,-2.6,-22.6,-3.347,320,352,84.7
30333600,0.00,2.0,-3.3,-23.3,-3.792,320,352,89.5
30337200,0.00,1.5,-3.8,-23.8,-4.191,320,352,91.5
30340800,0.00,1.5,-4,-24.0,-4.430,320,352,90.5
30344400,0.00,1.5,-4.8,-24.8,-5.169,320,352,91.5
30348000,0.00,1.0,-5.7,-25.7,-6.011,320,352,92.5
30351600,0.00,1.0,-5.9,-25.9,-6.207,320,352,92.5
30355200,2.78,1.0,-5.8,-25.8,-6.109,320,352,92.5
30358800,33.33,1.0,-4.8,-24.8,-5.046,320,352,94.3
30362400,133.33,1.0,-1.8,-14.4,-2.090,320,352,94.3
30366000,205.56,0.5,-0.5,-17.1,-1.389,320,352,83.6
30369600,183.33,1.5,-0.3,-16.0,-1.413,320,352,79.8
30373200,144.44,1.5,0.4,-15.3,-0.827,320,352,78.4
30376800,133.33,2.0,0.4,-15.3,-0.939,320,352,76.5
30380400,30.56,1.5,-1.2,-20.1,-2.211,320,352,80.8
30384000,5.56,1.0,-2.3,-22.3,-2.916,320,352,87.6
30387600,0.00,1.5,-2.7,-22.7,-3.162,320,352,90.5
30391200,0.00,1.5,-3.2,-23.2,-3.650,320,352,90.5
30394800,0.00,1.5,-3.8,-23.8,-4.191,320,352,91.5
30398400,0.00,1.0,-2.5,-22.5,-2.920,320,352,91.4
30402000,0.00,1.5,-1.7,-21.7,-2.090,320,352,92.3
30405600,0.00,2.0,-1.6,-21.6,-1.992,320,352,92.3
30409200,0.00,2.5,-0.9,-20.9,-1.667,320,352,85.6
30412800,0.00,2.5,-0.8,-20.8,-1.780,320,352,81.7
30416400,0.00,3.0,-0.9,-20.9,-1.979,320,353,79.8
30420000,0.00,3.0,-0.8,-20.8,-2.043,320,353,76.9
30423600,0.00,2.5,-0.7,-20.7,-1.949,320,353,76.9
30427200,0.00,3.0,-0.8,-20.8,-1.937,320,353,78.8
30430800,0.00,3.0,-0.7,-20.7,-1.790,320,353,79.8
30434400,0.00,3.0,-0.5,-20.5,-1.602,320,353,79.8
30438000,0.00,2.5,-0.3,-20.3,-1.467,320,353,78.8
30441600,0.00,2.0,-0.2,-20.2,-1.428,320,353,77.8
30445200,5.56,2.0,0.1,-19.9,-1.206,320,353,76.8
30448800,30.56,2.0,0.2,-3.8,-1.117,320,353,76.7
30452400,58.33,2.0,1.1,-2.9,-0.316,320,353,76.0
30456000,105.56,2.0,1.5,-2.5,0.103,320,353,76.7
30459600,133.33,1.0,2.8,-1.2,1.384,320,353,77.7
30463200,97.22,1.5,2.3,-1.7,1.044,320,353,79.7
30466800,30.56,1.0,1.7,-5.5,0.601,320,353,81.8
30470400,5.56,0.5,0.4,-10.0,-0.327,320,353,87.1
30474000,0.00,0.5,-0.4,-14.0,-0.764,320,353,93.3
30477600,0.00,0.5,-0.1,-13.7,-0.364,320,353,95.2
30481200,0.00,0.5,-0.3,-13.9,-0.561,320,353,95.2
30484800,0.00,0.5,0.2,-13.4,-0.077,320,353,95.0
30488400,0.00,0.5,-0.4,-17.2,-0.608,320,353,96.2
30492000,0.00,0.5,-0.3,-17.1,-0.509,320,353,96.2
30495600,0.00,0.5,-0.2,-17.0,-0.357,320,353,97.1
30499200,0.00,0.0,-0.3,-17.1,-0.456,320,353,97.1
30502800,0.00,0.0,-0.1,-16.9,-0.258,320,354,97.1
30506400,0.00,0.5,0.1,-16.7,-0.064,320,354,97.0
30510000,0.00,0.5,0,-16.8,-0.159,320,354,97.1
30513600,0.00,1.0,0.4,-16.4,0.230,320,354,97.0
30517200,0.00,0.5,0.2,-16.6,0.031,320,354,97.0
30520800,0.00,1.0,1.4,-15.4,1.282,320,354,98.0
30524400,0.00,1.0,1.2,-2.8,1.024,320,354,97.0
30528000,0.00,1.0,1.2,-2.8,1.083,320,354,98.0
30531600,16.67,1.5,2.1,-1.9,1.978,320,354,98.0
30535200,47.22,1.0,3.2,-0.8,3.072,320,354,98.0
30538800,69.44,1.0,4.2,0.2,3.999,320,354,97.0
30542400,55.56,1.0,4.9,0.9,4.485,320,354,93.9
30546000,38.89,1.5,5.4,1.4,4.977,320,354,93.9
30549600,8.33,1.5,5.1,1.1,4.611,320,354,92.9
30553200,16.67,2.0,5,1.0,4.583,320,354,93.9
30556800,5.56,2.0,3.8,-3.4,3.603,320,354,97.0
30560400,0.00,1.0,4.1,-3.1,3.766,320,354,95.0
30564000,0.00,1.0,4.1,-3.1,3.766,320,354,95.0
30567600,0.00,2.0,5.1,-2.1,4.892,320,354,97.0
30571200,0.00,1.5,5,-2.2,4.723,320,354,96.0
30574800,0.00,1.5,4.6,-2.6,4.396,320,354,97.0
30578400,0.00,2.0,5,-2.2,4.723,320,354,96.0
30582000,0.00,1.5,4,-6.4,3.934,320,354,99.0
30585600,0.00,1.0,4.4,-6.0,4.333,320,354,99.0
30589200,0.00,1.0,4.6,-5.8,4.396,320,355,97.0
30592800,0.00,1.5,4.5,-5.9,4.365,320,355,98.0
30596400,0.00,1.5,4.4,-6.0,4.198,320,355,97.0
30600000,0.00,1.5,5,-5.4,4.793,320,355,97.0
30603600,0.00,2.0,5.4,-5.0,5.189,320,355,97.0
30607200,0.00,2.0,5.6,-4.8,5.388,320,355,97.0
30610800,0.00,2.5,5.7,-4.7,5.487,320,355,97.0
30614400,0.00,2.5,5.7,-4.7,5.487,320,355,97.0
30618000,19.44,2.5,5.5,-4.9,5.430,320,355,99.0
30621600,91.67,2.5,6.4,-3.0,6.034,320,355,95.0
30625200,163.89,3.5,6.8,-6.9,6.278,320,355,92.9
30628800,191.67,4.5,7.1,-9.3,6.572,320,355,92.9
30632400,141.67,4.5,7.3,-9.1,6.768,320,355,92.9
30636000,80.56,3.0,6.3,-13.3,6.008,320,355,96.0
30639600,41.67,3.0,5.6,-14.4,5.388,320,355,97.0
30643200,5.56,3.0,5.3,-14.7,5.231,320,355,99.0
30646800,0.00,3.0,4.3,-15.7,4.166,320,355,98.0
30650400,0.00,3.0,3.8,-16.2,3.669,320,355,98.0
30654000,0.00,3.0,3.9,-16.1,3.768,320,355,98.0
30657600,0.00,3.5,3.7,-16.3,3.569,320,355,98.0
30661200,0.00,3.0,3.9,-16.1,3.768,320,355,98.0
30664800,0.00,3.5,4.3,-15.7,3.963,320,355,95.0
30668400,0.00,3.0,4.7,-15.3,4.219,320,355,92.9
30672000,0.00,3.5,4.9,-15.1,4.485,320,355,93.9
30675600,0.00,3.0,5,-15.0,4.583,320,356,93.9
30679200,0.00,2.5,5,-15.0,4.583,320,356,93.9
30682800,0.00,3.0,4.8,-15.2,4.456,320,356,95.0
30686400,0.00,3.0,4.9,-15.1,4.624,320,356,96.0
30690000,0.00,2.5,4.4,-15.6,4.333,320,356,99.0
30693600,0.00,2.5,4.4,-15.6,4.198,320,356,97.0
30697200,0.00,3.0,4.4,-15.6,4.333,320,356,99.0
30700800,0.00,3.5,4.5,-15.5,4.433,320,356,99.0
30704400,5.56,3.0,4.6,-15.4,4.464,320,356,98.0
30708000,16.67,3.5,5.1,1.1,4.822,320,356,96.0
30711600,30.56,3.5,5.3,1.3,5.090,320,356,97.0
30715200,22.22,3.5,5.4,1.4,5.189,320,356,97.0
30718800,16.67,3.5,5.5,1.5,5.217,320,356,96.0
30722400,19.44,3.5,5.6,1.6,5.530,320,356,99.0
30726000,8.33,3.5,5.9,1.9,5.685,320,356,97.0
30729600,0.00,3.5,5.9,1.9,5.685,320,356,97.0
30733200,0.00,3.5,5.8,1.8,5.729,320,356,99.0
30736800,0.00,3.5,5.9,1.9,5.829,320,356,99.0
30740400,0.00,3.0,5.9,1.9,5.685,320,356,97.0
30744000,0.00,2.5,5.9,1.9,5.829,320,356,99.0
30747600,0.00,2.5,6,2.0,5.784,320,356,97.0
30751200,0.00,2.5,6,2.0,5.784,320,356,97.0
30754800,0.00,2.5,5.9,1.9,5.829,320,356,99.0
30758400,0.00,2.5,5.6,1.6,5.530,320,356,99.0
30762000,0.00,2.5,5.5,1.5,5.430,320,357,99.0
30765600,0.00,2.5,5.4,1.4,5.189,320,357,97.0
30769200,0.00,2.5,5.2,1.2,4.991,320,357,97.0
30772800,0.00,3.5,5.2,1.2,4.991,320,357,97.0
30776400,0.00,3.0,5,1.0,4.583,320,357,93.9
30780000,0.00,3.5,5,1.0,4.583,320,357,93.9
30783600,0.00,3.5,5.1,1.1,4.611,320,357,92.9
30787200,0.00,4.0,5.1,1.1,4.611,320,357,92.9
30790800,5.56,4.5,5.1,1.1,4.822,320,357,96.0
30794400,19.44,4.0,5.4,1.4,5.119,320,357,96.0
30798000,41.67,4.5,5.8,1.8,5.586,320,357,97.0
30801600,44.44,4.5,6.2,2.2,5.910,320,357,96.0
30805200,41.67,4.5,6.2,2.2,5.983,320,357,97.0
30808800,30.56,5.0,6.2,2.2,5.983,320,357,97.0
