"t
[s]","Io
[W/m2]","vo
[m/s]","To
[°C]","Tsky
[°C]","To_n
[°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
27774000,44.44,3.5,7.4,3.4,6.788,320,322,91.9
27777600,19.44,2.5,7.2,3.2,6.670,320,322,92.9
27781200,44.44,1.5,6.4,2.4,5.886,320,322,92.9
27784800,33.33,2.0,6.3,2.3,5.714,320,322,91.9
27788400,8.33,1.5,5.9,1.9,5.323,320,322,91.9
27792000,0.00,1.5,4.8,0.8,4.178,320,322,90.9
27795600,0.00,2.0,4.1,0.1,3.496,320,322,90.9
27799200,0.00,3.0,3.9,-0.1,3.435,320,322,92.9
27802800,0.00,2.0,3.4,-0.6,2.879,320,322,91.9
27806400,0.00,2.0,3.4,-0.6,2.879,320,322,91.9
27810000,0.00,2.5,2.8,-1.2,2.292,320,322,91.9
27813600,0.00,2.0,2.4,-1.6,1.901,320,322,91.9
27817200,0.00,1.0,1.7,-2.3,1.398,320,322,94.9
27820800,0.00,1.5,2.3,-1.7,1.928,320,322,93.9
27824400,0.00,2.5,1.7,-2.3,1.398,320,323,94.9
27828000,0.00,1.5,1.9,-2.1,1.596,320,323,94.9
27831600,0.00,1.0,1.8,-2.2,1.497,320,323,94.9
27835200,0.00,1.0,1,-6.2,0.590,320,323,92.9
27838800,0.00,2.0,0.8,-6.4,0.394,320,323,92.9
27842400,0.00,1.5,0.5,-3.5,0.099,320,323,92.9
27846000,0.00,1.0,0.9,-3.1,0.492,320,323,92.9
27849600,19.44,1.0,0.9,-3.1,0.492,320,323,92.9
27853200,19.44,2.0,0.9,-3.1,0.492,320,323,92.9
27856800,91.67,2.5,1.6,-2.4,1.179,320,323,92.9
27860400,91.67,4.0,1.7,-2.3,1.398,320,323,94.9
27864000,80.56,4.0,2.2,-1.8,1.830,320,323,93.9
27867600,55.56,4.5,1.7,-2.3,1.216,320,323,91.9
27871200,116.67,4.0,1.4,-2.6,0.316,320,323,81.8
27874800,116.67,3.5,0.8,-6.4,-0.355,320,323,80.1
27878400,8.33,2.0,-0.2,-10.6,-1.157,320,323,82.6
27882000,0.00,2.5,-0.9,-14.5,-2.031,320,323,78.8
27885600,0.00,1.5,-1.3,-14.9,-2.459,320,323,77.9
27889200,0.00,2.0,-1.8,-15.4,-2.928,320,323,78.0
27892800,0.00,1.5,-2.6,-19.4,-3.632,320,323,79.0
27896400,0.00,0.5,-4.4,-24.4,-5.203,320,323,82.0
27900000,0.00,0.5,-5.3,-25.3,-5.940,320,323,84.9
27903600,0.00,0.5,-6.3,-26.3,-6.675,320,323,90.6
27907200,0.00,0.5,-7,-27.0,-7.577,320,323,85.1
27910800,0.00,0.5,-7.9,-27.9,-8.411,320,324,86.1
27914400,0.00,0.5,-5.9,-25.9,-6.362,320,324,88.7
27918000,0.00,2.0,-5,-25.0,-5.528,320,324,87.7
27921600,0.00,1.5,-4.8,-24.8,-5.335,320,324,87.7
27925200,0.00,1.5,-5.5,-25.5,-5.973,320,324,88.7
27928800,0.00,2.5,-3.9,-23.9,-4.420,320,324,88.6
27932400,0.00,2.0,-3.1,-23.1,-3.598,320,324,89.5
27936000,44.44,2.5,-2.3,-6.3,-2.868,320,324,88.5
27939600,80.56,3.0,-1.2,-5.2,-1.752,320,324,89.4
27943200,219.44,3.5,0.7,-15.1,0.179,320,324,90.9
27946800,205.56,3.5,1.1,-12.8,0.688,320,324,92.9
27950400,147.22,3.0,1.9,-9.0,1.412,320,324,91.9
27954000,66.67,1.5,2.3,-1.7,1.803,320,324,91.9
27957600,138.89,1.5,3.6,-0.4,3.074,320,324,91.9
27961200,44.44,3.0,3.1,-0.9,2.521,320,324,90.9
27964800,0.00,3.0,1.4,-2.6,0.983,320,324,92.9
27968400,0.00,2.0,1.1,-2.9,0.806,320,324,94.9
27972000,0.00,4.5,0.5,-6.7,0.214,320,324,94.9
27975600,0.00,5.0,0.2,-7.0,-0.077,320,324,95.0
27979200,0.00,5.5,-0.1,-7.3,-0.364,320,324,95.2
27982800,0.00,5.5,-0.1,-7.3,-0.364,320,324,95.2
27986400,0.00,6.0,-0.1,-7.3,-0.364,320,324,95.2
27990000,0.00,5.5,0.1,-7.1,-0.171,320,324,95.1
27993600,0.00,6.5,0.6,-6.6,0.082,320,324,90.9
27997200,0.00,7.0,0.3,-6.9,-0.201,320,325,91.1
28000800,0.00,8.0,0.1,-3.9,-0.171,320,325,95.1
28004400,0.00,9.0,0.3,-3.7,-0.092,320,325,93.0
28008000,0.00,9.5,0.5,-3.5,0.214,320,325,94.9
28011600,0.00,0.0,0.6,-3.4,0.198,320,325,92.9
28015200,0.00,9.0,1,-3.0,0.708,320,325,94.9
28018800,0.00,9.0,1.4,-2.6,0.983,320,325,92.9
28022400,8.33,8.0,1.7,-2.3,1.398,320,325,94.9
28026000,19.44,7.5,2.1,-1.9,1.793,320,325,94.9
28029600,8.33,7.0,2.9,-1.1,2.582,320,325,94.9
28033200,19.44,7.5,4.7,0.7,4.426,320,325,96.0
28036800,19.44,7.0,7.1,3.1,6.572,320,325,92.9
28040400,8.33,6.0,9.4,5.4,8.991,320,325,95.0
28044000,19.44,7.0,7.9,3.9,7.512,320,325,95.0
28047600,19.44,5.5,7.4,3.4,6.322,320,325,85.8
28051200,8.33,6.5,7.2,3.2,6.130,320,325,85.8
28054800,0.00,7.0,6.4,-0.8,4.831,320,325,78.7
28058400,0.00,7.5,5.6,1.6,4.154,320,325,79.7
28062000,0.00,7.0,5.1,1.1,3.756,320,325,80.8
28065600,0.00,6.0,5.1,1.1,3.539,320,325,77.7
28069200,0.00,6.5,4.9,0.9,3.423,320,325,78.7
28072800,0.00,6.5,4.4,0.4,2.813,320,325,76.7
28076400,0.00,6.5,3.4,-0.6,2.615,320,325,87.9
28080000,0.00,6.0,4.4,0.4,3.304,320,325,83.8
28083600,0.00,7.5,4.4,0.4,3.024,320,326,79.7
28087200,0.00,7.0,4.2,0.2,2.486,320,326,74.7
28090800,0.00,6.5,3.7,-0.3,2.091,320,326,75.7
28094400,0.00,6.5,3.6,-0.4,2.202,320,326,78.7
28098000,0.00,8.0,3.3,-0.7,2.518,320,326,87.8
28101600,0.00,7.5,2.7,-1.3,1.874,320,326,86.8
28105200,0.00,7.0,2.3,-1.7,1.678,320,326,89.9
28108800,8.33,7.5,2.6,-1.4,2.033,320,326,90.9
28112400,19.44,7.0,2.7,-1.3,2.130,320,326,90.9
28116000,80.56,7.5,3,-1.0,2.488,320,326,91.9
28119600,44.44,7.5,2,-2.0,1.694,320,326,94.9
28123200,66.67,7.0,2.6,-1.4,2.286,320,326,94.9
28126800,33.33,6.0,2.8,-1.2,2.420,320,326,93.9
28130400,44.44,7.0,1.7,-2.3,1.398,320,326,94.9
28134000,55.56,6.0,2.6,-1.4,2.223,320,326,93.9
28137600,8.33,5.5,2.6,-1.4,2.286,320,326,94.9
28141200,0.00,6.5,2.4,-1.6,2.026,320,326,93.9
28144800,0.00,5.5,2.7,-1.3,2.322,320,326,93.9
28148400,0.00,5.5,2.8,-1.2,2.292,320,326,91.9
28152000,0.00,6.5,2.6,-1.4,2.096,320,326,91.9
28155600,0.00,7.0,2.7,-1.3,2.194,320,326,91.9
28159200,0.00,6.5,2.6,-1.4,2.096,320,326,91.9
28162800,0.00,5.0,2,-2.0,1.510,320,326,91.9
28166400,0.00,4.0,1.8,-2.2,1.314,320,326,91.9
28170000,0.00,3.0,1.5,-2.5,1.020,320,327,91.9
28173600,0.00,2.5,0.4,-6.8,-0.108,320,327,91.0
28177200,0.00,3.5,1,-6.2,0.472,320,327,90.9
28180800,0.00,2.5,1,-6.2,0.472,320,327,90.9
28184400,0.00,3.0,1.2,-6.0,0.727,320,327,91.9
28188000,0.00,3.0,1.3,-5.9,0.825,320,327,91.9
28191600,0.00,2.0,1.4,-5.8,0.922,320,327,91.9
28195200,5.56,2.0,1.2,-2.8,0.727,320,327,91.9
28198800,91.67,1.5,1.8,-2.2,1.314,320,327,91.9
28202400,205.56,2.5,2.3,-13.1,1.615,320,327,88.9
28206000,194.44,3.0,3.4,-0.6,2.681,320,327,88.9
28209600,219.44,3.5,3.2,-0.8,2.422,320,327,87.9
28213200,183.33,3.5,3.6,-12.3,2.808,320,327,87.8
28216800,127.78,3.0,3.7,-12.2,2.905,320,327,87.9
28220400,55.56,3.0,2.9,-16.2,2.002,320,327,85.8
28224000,8.33,2.0,1.4,-18.6,0.802,320,327,89.9
28227600,0.00,1.5,0.2,-19.8,-0.185,320,327,93.1
28231200,0.00,1.5,0.1,-19.9,-0.171,320,327,95.1
28234800,0.00,2.0,1.2,-18.8,0.905,320,327,94.9
28238400,0.00,2.0,1.3,-18.7,1.004,320,327,94.9
28242000,0.00,2.0,1.6,-18.4,1.300,320,327,94.9
28245600,0.00,2.5,0.8,-19.2,0.510,320,327,94.9
28249200,0.00,3.0,1.6,-18.4,1.300,320,327,94.9
28252800,0.00,4.5,1.5,-18.5,1.201,320,327,94.9
28256400,0.00,5.0,1.5,-18.5,1.201,320,328,94.9
28260000,0.00,5.5,1.6,-18.4,1.179,320,328,92.9
28263600,0.00,5.5,1.3,-18.7,1.004,320,328,94.9
28267200,0.00,5.0,1.3,-18.7,1.004,320,328,94.9
28270800,0.00,6.0,1.4,-18.6,1.102,320,328,94.9
28274400,0.00,6.0,1.3,-18.7,1.004,320,328,94.9
28278000,0.00,5.0,1.7,-18.3,1.398,320,328,94.9
28281600,13.89,4.5,1.8,-18.2,1.497,320,328,94.9
28285200,41.67,4.0,2.3,-17.7,1.990,320,328,94.9
28288800,105.56,5.0,3,-1.0,2.293,320,328,88.9
28292400,130.56,6.5,3.1,-6.9,2.390,320,328,88.9
28296000,183.33,5.5,3.2,-10.4,2.290,320,328,85.8
28299600,183.33,4.5,3.2,-12.9,2.026,320,328,81.8
28303200,116.67,4.5,3.1,-13.0,1.931,320,328,81.8
28306800,41.67,4.0,2.3,-17.0,0.980,320,328,78.7
28310400,13.89,3.0,1.6,-18.4,0.382,320,328,79.7
28314000,0.00,1.5,-0.4,-20.4,-0.608,320,328,96.2
28317600,0.00,1.5,-0.4,-20.4,-1.347,320,328,82.7
28321200,0.00,1.5,-1,-21.0,-1.711,320,328,86.6
28324800,0.00,1.0,-1,-21.0,-1.609,320,328,88.5
28328400,0.00,0.5,-2.1,-22.1,-3.555,320,328,71.3
28332000,0.00,0.0,-2.4,-22.4,-3.685,320,328,74.2
28335600,0.00,1.0,-2.9,-22.9,-3.219,320,328,93.3
28339200,0.00,0.5,-2.6,-22.6,-2.925,320,328,93.3
28342800,0.00,1.5,-1.1,-21.1,-1.553,320,329,91.4
28346400,0.00,2.0,0,-20.0,-0.425,320,329,92.3
28350000,0.00,3.0,0.2,-19.8,-0.185,320,329,93.1
28353600,0.00,4.5,0.6,-19.4,0.198,320,329,92.9
28357200,0.00,5.0,1.3,-18.7,0.825,320,329,91.9
28360800,0.00,5.5,1.3,-18.7,0.705,320,329,89.9
28364400,0.00,5.5,1.6,-18.4,0.997,320,329,89.9
28368000,13.89,5.5,1.8,-18.2,1.191,320,329,89.9
28371600,41.67,6.0,2.2,-17.8,1.518,320,329,88.9
28375200,41.67,6.5,3,-1.0,2.293,320,329,88.9
28378800,41.67,6.5,3.4,-0.6,2.681,320,329,88.9
28382400,41.67,6.0,3.3,-0.7,2.912,320,329,93.9
28386000,22.22,6.5,3.9,-0.1,3.635,320,329,96.0
28389600,13.89,6.0,4.4,0.4,4.130,320,329,96.0
28393200,13.89,5.0,5.2,1.2,4.709,320,329,92.9
28396800,0.00,4.0,6.1,2.1,5.738,320,329,95.0
28400400,0.00,4.0,7,3.0,6.474,320,329,92.9
28404000,0.00,4.0,7.7,3.7,7.315,320,329,95.0
28407600,0.00,4.0,8.1,4.1,7.709,320,329,95.0
28411200,0.00,4.0,8.6,4.6,8.202,320,329,95.0
28414800,0.00,4.5,8.8,4.8,8.399,320,329,95.0
28418400,0.00,3.5,9,5.0,8.596,320,329,95.0
28422000,0.00,2.5,9.1,5.1,8.695,320,329,95.0
28425600,0.00,3.0,9.3,5.3,8.892,320,329,95.0
28429200,0.00,2.5,9.2,5.2,8.794,320,330,95.0
28432800,0.00,2.5,9.3,5.3,8.892,320,330,95.0
28436400,0.00,2.0,9.3,5.3,8.892,320,330,95.0
28440000,0.00,2.0,9.2,5.2,8.794,320,330,95.0
28443600,0.00,2.5,9.1,5.1,8.695,320,330,95.0
28447200,0.00,2.0,9.1,5.1,8.695,320,330,95.0
28450800,0.00,1.5,8.8,4.8,8.399,320,330,95.0
28454400,0.00,2.0,8.8,4.8,8.399,320,330,95.0
28458000,13.89,2.5,8.8,4.8,8.399,320,330,95.0
28461600,22.22,2.0,8.9,4.9,8.498,320,330,95.0
28465200,22.22,2.0,9,5.0,8.596,320,330,95.0
28468800,22.22,2.5,8.6,4.6,8.202,320,330,95.0
28472400,13.89,3.0,8.7,4.7,8.541,320,330,98.0
28476000,13.89,3.0,8.8,4.8,8.641,320,330,98.0
28479600,13.89,4.0,8.8,4.8,8.641,320,330,98.0
28483200,0.00,3.5,8.8,4.8,8.641,320,330,98.0
28486800,0.00,3.5,8.8,4.8,8.641,320,330,98.0
28490400,0.00,4.0,8.8,4.8,8.641,320,330,98.0
28494000,0.00,4.0,8.5,4.5,8.263,320,330,97.0
28497600,0.00,3.0,8.4,4.4,8.164,320,330,97.0
28501200,0.00,3.5,8.4,4.4,8.164,320,330,97.0
28504800,0.00,4.0,8.3,4.3,8.065,320,330,97.0
28508400,0.00,4.0,8,4.0,7.767,320,330,97.0
28512000,0.00,3.0,7.9,3.9,7.668,320,330,97.0
28515600,0.00,3.5,7.6,3.6,7.371,320,331,97.0
28519200,0.00,3.0,7.3,3.3,7.073,320,331,97.0
28522800,0.00,3.5,7.1,3.1,6.875,320,331,97.0
28526400,0.00,3.0,6.9,2.9,6.677,320,331,97.0
28530000,0.00,4.0,7,3.0,6.776,320,331,97.0
28533600,0.00,3.5,7,3.0,6.776,320,331,97.0
28537200,0.00,3.5,7,3.0,6.625,320,331,95.0
28540800,0.00,4.0,7.2,3.2,6.822,320,331,95.0
28544400,13.89,4.5,7.3,3.3,6.921,320,331,95.0
28548000,22.22,4.0,7.3,3.3,6.921,320,331,95.0
28551600,41.67,4.0,7.4,3.4,7.019,320,331,95.0
28555200,41.67,4.0,7.7,3.7,7.315,320,331,95.0
28558800,52.78,4.0,7.9,3.9,7.512,320,331,95.0
28562400,22.22,3.0,8,4.0,7.611,320,331,95.0
28566000,13.89,2.5,8.3,4.3,8.065,320,331,97.0
28569600,0.00,2.5,8,4.0,7.767,320,331,97.0
28573200,0.00,3.0,8,4.0,7.767,320,331,97.0
28576800,0.00,3.0,8,4.0,7.611,320,331,95.0
28580400,0.00,2.5,8.1,4.1,7.709,320,331,95.0
28584000,0.00,2.5,7.9,3.9,7.512,320,331,95.0
28587600,0.00,3.5,7.7,3.7,7.315,320,331,95.0
28591200,0.00,4.0,7.6,3.6,7.139,320,331,93.9
28594800,0.00,4.5,7,-0.2,6.398,320,331,91.9
28598400,0.00,4.0,6.8,-0.4,6.202,320,331,91.9
28602000,0.00,3.5,6.5,-0.7,5.909,320,332,91.9
28605600,0.00,3.0,6.4,-0.8,5.811,320,332,91.9
28609200,0.00,3.5,6.4,-0.8,5.811,320,332,91.9
28612800,0.00,4.0,6.3,-0.9,5.714,320,332,91.9
28616400,0.00,4.0,5.9,-1.3,5.323,320,332,91.9
28620000,0.00,3.5,5.9,-1.3,5.323,320,332,91.9
28623600,0.00,3.5,5.9,-1.3,5.323,320,332,91.9
28627200,0.00,3.5,5.9,-1.3,5.323,320,332,91.9
28630800,22.22,3.5,6.3,-0.9,5.714,320,332,91.9
28634400,52.78,3.5,6.8,2.8,6.202,320,332,91.9
28638000,66.67,3.5,7,3.0,6.398,320,332,91.9
28641600,41.67,3.0,7.4,3.4,6.788,320,332,91.9
28645200,52.78,2.5,7.5,3.5,6.886,320,332,91.9
28648800,22.22,3.0,7.5,3.5,6.886,320,332,91.9
28652400,13.89,3.0,7.3,3.3,6.768,320,332,92.9
28656000,0.00,3.0,7.2,3.2,6.593,320,332,91.9
28659600,0.00,2.0,7.2,3.2,6.593,320,332,91.9
28663200,0.00,2.5,7.1,3.1,6.495,320,332,91.9
28666800,0.00,2.5,6.9,2.9,6.300,320,332,91.9
28670400,0.00,2.0,6.8,2.8,6.202,320,332,91.9
28674000,0.00,2.0,6.7,2.7,6.105,320,332,91.9
28677600,0.00,1.5,6.5,2.5,5.909,320,332,91.9
28681200,0.00,1.0,6.4,2.4,5.811,320,332,91.9
28684800,0.00,1.0,6.3,2.3,5.788,320,332,92.9
28688400,0.00,1.0,6.3,2.3,5.788,320,333,92.9
28692000,0.00,0.5,6.3,2.3,5.935,320,333,95.0
28695600,0.00,0.0,6.4,2.4,6.181,320,333,97.0
28699200,0.00,0.0,6.4,2.4,6.181,320,333,97.0
28702800,0.00,1.0,6.7,2.7,6.478,320,333,97.0
28706400,0.00,1.5,6.7,2.7,6.329,320,333,95.0
28710000,0.00,3.0,6.8,2.8,6.428,320,333,95.0
28713600,0.00,4.5,6.6,2.6,6.231,320,333,95.0
28717200,13.89,4.5,6.7,2.7,6.329,320,333,95.0
28720800,41.67,4.5,6.7,2.7,6.329,320,333,95.0
28724400,91.67,4.5,7.2,3.2,6.822,320,333,95.0
28728000,105.56,4.0,7.7,3.7,7.003,320,333,90.9
28731600,52.78,3.5,7.7,3.7,7.082,320,333,91.9
28735200,13.89,3.0,6.8,2.8,6.127,320,333,90.9
28738800,22.22,2.5,7.2,3.2,6.516,320,333,90.9
28742400,13.89,2.0,5.1,-2.1,4.258,320,333,87.9
28746000,0.00,1.5,4,-6.4,3.398,320,333,90.9
28749600,0.00,1.5,4.1,-6.3,3.428,320,333,89.9
28753200,0.00,1.0,3.2,-10.4,2.618,320,333,90.9
28756800,0.00,0.0,1.9,-14.9,1.412,320,333,91.9
28760400,0.00,0.0,0.5,-19.5,0.099,320,333,92.9
28764000,0.00,0.5,0.4,-19.6,0.001,320,333,92.9
28767600,0.00,1.0,-0.6,-20.6,-1.013,320,333,92.3
28771200,0.00,1.0,-0.8,-20.8,-0.850,320,333,99.1
28774800,0.00,0.5,-1,-21.0,-1.100,320,334,98.1
28778400,0.00,0.0,-1.7,-21.7,-1.992,320,334,94.3
28782000,0.00,0.5,-0.9,-4.9,-0.950,320,334,99.0
28785600,0.00,1.5,-0.8,-4.8,-0.850,320,334,99.1
28789200,0.00,1.0,-1.1,-5.1,-1.250,320,334,97.1
28792800,0.00,1.0,-0.6,-4.6,-0.651,320,334,99.0
28796400,0.00,1.5,-0.4,-4.4,-0.712,320,334,94.2
28800000,0.00,2.0,1,-3.0,0.590,320,334,92.9
28803600,22.22,2.5,1.9,-2.1,1.473,320,334,92.9
28807200,22.22,3.0,2.5,-1.5,2.125,320,334,93.9
28810800,41.67,3.0,2.8,-1.2,2.292,320,334,91.9
28814400,41.67,4.0,3.3,-0.7,2.781,320,334,91.9
28818000,41.67,4.0,3.4,-0.6,2.879,320,334,91.9
28821600,13.89,3.5,3.5,-0.5,2.977,320,334,91.9
28825200,0.00,2.5,3.6,-0.4,3.207,320,334,93.9
28828800,0.00,2.5,4,0.0,3.600,320,334,93.9
28832400,0.00,3.0,4.4,0.4,3.925,320,334,92.9
28836000,0.00,3.0,4.6,0.6,4.121,320,334,92.9
28839600,0.00,2.5,4.7,0.7,4.219,320,334,92.9
28843200,0.00,2.0,4.6,0.6,4.121,320,334,92.9
28846800,0.00,2.5,4.6,0.6,4.121,320,334,92.9
28850400,0.00,3.0,4.5,0.5,4.023,320,334,92.9
28854000,0.00,3.0,4.6,0.6,4.121,320,334,92.9
28857600,0.00,2.5,4.6,0.6,4.121,320,334,92.9
28861200,0.00,1.5,3.2,-4.0,3.200,320,335,100.0
28864800,0.00,1.5,3.3,-3.9,3.301,320,335,100.0
28868400,0.00,1.5,3.2,-4.0,3.072,320,335,98.0
28872000,0.00,1.5,3.2,-4.0,3.200,320,335,100.0
28875600,0.00,1.5,3.2,-4.0,3.072,320,335,98.0
28879200,0.00,2.0,3.5,-3.7,3.501,320,335,100.0
28882800,0.00,2.0,3.6,-3.6,3.601,320,335,100.0
28886400,5.56,3.0,3.3,-3.9,3.171,320,335,98.0
28890000,30.56,2.5,3,-4.2,3.000,320,335,100.0
28893600,77.78,3.5,3.1,-0.9,3.100,320,335,100.0
28897200,122.22,4.0,3.8,-0.2,3.603,320,335,97.0
28900800,155.56,4.5,4.9,0.9,4.275,320,335,90.9
28904400,113.89,5.0,5.1,1.1,4.329,320,335,88.9
28908000,83.33,6.0,5.2,1.2,3.923,320,335,81.8
28911600,38.89,7.0,4.8,0.8,3.686,320,335,83.8
28915200,5.56,7.5,3.9,-3.3,2.758,320,335,82.8
28918800,0.00,8.0,4.2,-3.0,2.975,320,335,81.8
28922400,0.00,9.0,4.6,-2.6,3.071,320,335,77.7
28926000,0.00,0.0,4.6,0.6,3.071,320,335,77.7
28929600,0.00,1.5,4.2,0.2,3.182,320,335,84.8
28933200,0.00,0.5,4.2,0.2,3.593,320,335,90.9
28936800,0.00,0.5,4.7,0.7,4.080,320,335,90.9
28940400,0.00,0.5,5.8,1.8,4.787,320,335,85.8
28944000,0.00,0.5,6,2.0,5.274,320,335,89.9
28947600,0.00,0.5,6.4,2.4,5.662,320,336,89.9
28951200,0.00,0.5,6.8,2.8,6.127,320,336,90.9
28954800,0.00,0.5,7.2,3.2,6.593,320,336,91.9
28958400,0.00,0.5,7.7,3.7,7.315,320,336,95.0
28962000,0.00,0.0,8.4,4.4,7.605,320,336,89.9
28965600,0.00,7.5,7.9,3.9,7.356,320,336,92.9
28969200,0.00,7.0,7.5,3.5,6.964,320,336,92.9
28972800,0.00,6.5,7.4,3.4,6.788,320,336,91.9
28976400,13.89,6.0,8,4.0,7.137,320,336,88.9
28980000,41.67,6.0,8.4,4.4,7.524,320,336,88.9
28983600,94.44,7.0,8.4,4.4,7.117,320,336,83.8
28987200,130.56,7.0,8.9,-2.1,7.593,320,336,83.8
28990800,141.67,7.0,8.8,-2.2,7.248,320,336,80.8
28994400,83.33,6.5,8.9,-2.1,7.004,320,336,76.7
28998000,30.56,7.5,8.4,4.4,6.871,320,336,80.8
29001600,5.56,6.5,8.1,4.1,6.750,320,336,82.8
29005200,0.00,5.5,7.1,-0.1,6.188,320,336,87.9
29008800,0.00,4.0,5.7,-4.7,5.415,320,336,96.0
29012400,0.00,4.5,5.5,-4.9,5.075,320,336,93.9
29016000,0.00,4.0,5.2,-5.2,4.921,320,336,96.0
29019600,0.00,4.0,5.6,-4.8,4.958,320,336,90.9
29023200,0.00,4.0,5.3,-5.1,4.807,320,336,92.9
29026800,0.00,3.5,5,-5.4,4.723,320,336,96.0
29030400,0.00,3.0,5.4,-5.0,5.189,320,336,97.0
29034000,0.00,1.0,4.2,-9.4,4.200,320,337,100.0
29037600,0.00,1.0,3.5,-13.3,3.370,320,337,98.0
29041200,0.00,1.5,3.2,-13.6,3.007,320,337,97.0
29044800,0.00,1.5,4.5,-12.3,3.816,320,337,89.9
29048400,0.00,1.5,3.8,-16.2,3.203,320,337,90.9
29052000,0.00,1.0,2.7,-17.3,2.322,320,337,93.9
29055600,0.00,1.0,2.1,-17.9,1.669,320,337,92.9
29059200,5.56,1.5,3.3,-16.7,2.584,320,337,88.9
29062800,72.22,2.5,5.5,-14.5,4.060,320,337,79.7
29066400,155.56,3.0,6.8,-6.5,5.361,320,337,80.8
29070000,222.22,4.0,8.1,-8.4,6.095,320,337,74.7
29073600,222.22,3.5,8.4,-8.9,6.288,320,337,73.7
29077200,219.44,4.0,8.5,-8.8,6.296,320,337,72.7
29080800,163.89,4.0,7.8,-12.2,5.653,320,337,72.6
29084400,69.44,3.0,6.6,-13.4,5.095,320,337,79.7
29088000,5.56,2.0,4.9,-15.1,3.710,320,337,82.8
29091600,0.00,1.5,4,-16.0,3.398,320,337,90.9
29095200,0.00,1.0,2.9,-17.1,2.196,320,337,88.9
29098800,0.00,1.5,1.8,-18.2,1.619,320,337,97.0
29102400,0.00,1.5,1.9,-18.1,1.412,320,337,91.9
29106000,0.00,2.0,3,-17.0,1.967,320,337,83.8
29109600,0.00,2.0,2.5,-17.5,1.681,320,337,86.8
29113200,0.00,1.0,2.2,-17.8,1.392,320,337,86.8
29116800,0.00,1.5,1.8,-18.2,1.068,320,337,87.8
29120400,0.00,1.0,2,-18.0,1.386,320,338,89.9
29124000,0.00,1.5,1.8,-18.2,1.314,320,338,91.9
29127600,0.00,2.0,2.7,-17.3,2.067,320,338,89.9
29131200,0.00,2.0,2.8,-17.2,2.292,320,338,91.9
29134800,0.00,2.0,3.2,-16.8,2.683,320,338,91.9
29138400,0.00,2.5,4,-16.0,3.195,320,338,87.9
29142000,0.00,2.5,4.2,-15.8,3.593,320,338,90.9
29145600,2.78,3.0,3.9,-16.1,3.098,320,338,87.8
29149200,58.33,3.5,4.6,-15.4,3.705,320,338,86.8
29152800,138.89,5.0,5.8,-6.4,4.565,320,338,82.8
29156400,66.67,5.5,5.9,1.9,4.660,320,338,82.8
29160000,55.56,5.0,5.9,1.9,4.586,320,338,81.8
29163600,55.56,5.0,5.5,1.5,4.353,320,338,83.8
29167200,19.44,6.0,5.5,1.5,4.280,320,338,82.8
29170800,13.89,6.0,5.5,1.5,4.426,320,338,84.8
29174400,2.78,5.5,5.4,1.4,4.619,320,338,88.9
29178000,0.00,6.0,5.4,1.4,4.834,320,338,91.9
29181600,0.00,5.0,6.1,2.1,5.297,320,338,88.9
29185200,0.00,5.5,5.9,1.9,5.323,320,338,91.9
29188800,0.00,6.0,5.7,1.7,5.200,320,338,92.9
29192400,0.00,5.0,5.9,1.9,5.323,320,338,91.9
29196000,0.00,4.5,5.8,1.8,5.298,320,338,92.9
29199600,0.00,5.0,6.2,2.2,5.616,320,338,91.9
29203200,0.00,4.5,6.2,2.2,5.616,320,338,91.9
29206800,0.00,5.0,6.2,2.2,5.763,320,339,93.9
29210400,0.00,4.5,6.3,2.3,5.788,320,339,92.9
29214000,0.00,4.0,6.4,2.4,6.107,320,339,96.0
29217600,0.00,4.0,6.5,2.5,6.280,320,339,97.0
29221200,0.00,3.5,6.6,2.6,6.527,320,339,99.0
29224800,0.00,3.5,6.6,2.6,6.527,320,339,99.0
29228400,0.00,3.0,7,3.0,6.926,320,339,99.0
29232000,0.00,2.5,7.3,3.3,7.300,320,339,100.0
29235600,5.56,2.0,7.3,3.3,7.300,320,339,100.0
29239200,16.67,2.0,7.8,3.8,7.569,320,339,97.0
29242800,27.78,1.5,8.3,4.3,7.986,320,339,96.0
29246400,27.78,2.0,8.1,4.1,7.709,320,339,95.0
29250000,30.56,2.0,8.6,4.6,8.362,320,339,97.0
29253600,13.89,2.0,8.6,4.6,8.362,320,339,97.0
29257200,5.56,1.5,9.1,5.1,8.695,320,339,95.0
29260800,2.78,3.0,9.1,5.1,8.695,320,339,95.0
29264400,0.00,2.0,8.4,1.2,8.085,320,339,96.0
29268000,0.00,1.5,7.4,-3.0,7.172,320,339,97.0
29271600,0.00,2.0,8.2,-2.2,7.729,320,339,94.0
29275200,0.00,2.5,8.6,-1.8,7.961,320,339,91.9
29278800,0.00,3.0,8.8,-1.6,8.319,320,339,94.0
29282400,0.00,3.0,9,-1.4,8.433,320,339,92.9
29286000,0.00,2.5,9.1,-1.3,8.613,320,339,93.9
29289600,0.00,3.5,9.2,-1.2,8.712,320,339,94.0
29293200,0.00,3.5,9.3,-1.1,8.810,320,340,94.0
29296800,0.00,4.0,9.4,5.4,8.908,320,340,94.0
29300400,0.00,4.0,9.3,5.3,8.810,320,340,94.0
29304000,0.00,3.5,9.2,5.2,8.629,320,340,92.9
